Identifiant_de_l_etablissement,Type_etablissement,Statut_public_prive,Type_contrat_prive,Nom_etablissement,Adresse_1,Adresse_2,Adresse_3,Code_postal,Code_commune,Nom_commune,Code_departement,Libelle_departement,Code_academie,Libelle_academie,Code_region,Libelle_region,Ecole_maternelle,Ecole_elementaire,Voie_generale,Voie_technologique,Voie_professionnelle,Telephone,Fax,Web,Mail,Restauration,Hebergement,ULIS,Lycee_des_metiers,Apprentissage,Segpa,Post_BAC,Section_arts,Section_cinema,Section_theatre,Section_sport,Section_internationale,Section_europeenne,Lycee_Agricole,Lycee_militaire,Nombre_d_eleves,GRETA,SIREN_SIRET,Fiche_onisep,Appartenance_Education_Prioritaire,coordX_origine,coordY_origine,epsg_origine,nom_circonscription,latitude,longitude,position,precision_localisation,date_ouverture,date_maj_ligne,etat,ministere_tutelle,multi_uai,rpi_concentre,rpi_disperse,code_nature,libelle_nature
0382647W,Ecole,Public,SANS OBJET,Ecole maternelle La Romanche, La commanderie,,38220 NOTRE DAME DE MESAGE,38220,38279,Notre-Dame-de-Mésage,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,0.0,,,,0476083102,,,ce.0382647W@ac-grenoble.fr,0.0,0.0,0.0,,,,,,,,,,,,,73.0,,21380279600028,,,916952.9,6444841.7,EPSG:2154,Circonscription d'inspection du 1er degré de Grenoble 4,45.06874068978816,5.757173826115488,"45.06874068978816,5.757173826115488",Rue,1981-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,101,ECOLE MATERNELLE
0382654D,Ecole,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,Ecole primaire privée Saint Pierre du Rondeau,104 cours de la Libération ,,38100 GRENOBLE,38100,38185,Grenoble,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,1.0,,,,0476960664,,,ce.0382654D@ac-grenoble.fr,1.0,0.0,0.0,,,,,,,,,,,,,395.0,,77955466600015,,,913050.5,6456006.1,EPSG:2154,Circonscription d'inspection du 1er degré de Grenoble 1,45.170421683679706,5.712491009441968,"45.170421683679706,5.712491009441968",Numéro de rue,1981-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0382693W,Ecole,Public,SANS OBJET,Ecole primaire Alphonse Daudet,23 rue Amable Matussière ,,38100 GRENOBLE,38100,38185,Grenoble,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,1.0,,,,0476092638,,,ce.0382693W@ac-grenoble.fr,1.0,0.0,1.0,,,,,,,,,,,,,171.0,,21380185500858,,REP,913719.3,6455983.5,EPSG:2154,Circonscription d'inspection du 1er degré de Grenoble 2,45.170011163009086,5.720989317904039,"45.170011163009086,5.720989317904039",Numéro de rue,1982-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0382713T,Ecole,Public,SANS OBJET,Ecole primaire Sidi-Brahim,45 rue Sidi Brahim ,,38100 GRENOBLE,38100,38185,Grenoble,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,1.0,,,,0476966784,,,ce.0382713T@ac-grenoble.fr,1.0,0.0,0.0,,,,,,,,,,,,,247.0,,21380185501153,,,913362.3,6456567.7,EPSG:2154,Circonscription d'inspection du 1er degré de Grenoble 2,45.17537892348997,5.7167035207853685,"45.17537892348997,5.7167035207853685",Numéro de rue,1983-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0382723D,Ecole,Public,SANS OBJET,Ecole maternelle Jules Bruant,Rue des Ecoles ,,38410 VAULNAVEYS LE HAUT,38410,38529,Vaulnaveys-le-Haut,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,0.0,,,,0476892129,,,ce.0382723D@ac-grenoble.fr,0.0,0.0,0.0,,,,,,,,,,,,,145.0,,21380529400054,,,921234.6,6450903.7,EPSG:2154,Circonscription d'inspection du 1er degré de Grenoble 4,45.12192900420293,5.814287379108868,"45.12192900420293,5.814287379108868",Numéro de rue,1983-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,101,ECOLE MATERNELLE
0382749G,Ecole,Public,SANS OBJET,Ecole primaire La Monta,12 avenue du Médecin Général Viallet ,,38120 ST EGREVE,38120,38382,Saint-Egrève,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,1.0,,,,0476752725,,,ce.0382749G@ac-grenoble.fr,0.0,0.0,0.0,,,,,,,,,,,,,175.0,,21380382800069,,,910643.7,6463595.0,EPSG:2154,Circonscription d'inspection du 1er degré de Voiron 3,45.23945433705159,5.685156448652246,"45.23945433705159,5.685156448652246",Numéro de rue,1984-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0382750H,Ecole,Public,SANS OBJET,Ecole primaire Les Béalières,2 rue Le Routoir ,,38240 MEYLAN,38240,38229,Meylan,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,1.0,,,,0476410902,,,ce.0382750H@ac-grenoble.fr,0.0,0.0,1.0,,,,,,,,,,,,,168.0,,21380229100194,,,918850.6,6460859.0,EPSG:2154,Circonscription d'inspection du 1er degré de Grenoble 5,45.212272785497085,5.788456485710549,"45.212272785497085,5.788456485710549",Numéro de rue,1984-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0382751J,Ecole,Public,SANS OBJET,Ecole maternelle Les Béalières,2 rue Le Routoir ,,38240 MEYLAN,38240,38229,Meylan,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,0.0,,,,0476410805,,,ce.0382751J@ac-grenoble.fr,0.0,0.0,0.0,,,,,,,,,,,,,82.0,,21380229100202,,,918864.8,6460870.4,EPSG:2154,Circonscription d'inspection du 1er degré de Grenoble 5,45.21237085518295,5.788642390351376,"45.21237085518295,5.7886423903513755",Numéro de rue,1984-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,101,ECOLE MATERNELLE
0382773H,Ecole,Public,SANS OBJET,Ecole maternelle Le Louvarou,Chemin Le Louvarou HAUTE JARRIE,,38560 JARRIE,38560,38200,Jarrie,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,0.0,,,,0476720547,,,ce.0382773H@ac-grenoble.fr,1.0,0.0,0.0,,,,,,,,,,,,,79.0,,21380200200062,,,916782.7,6450129.1,EPSG:2154,Circonscription d'inspection du 1er degré de Grenoble 4,45.11637274494695,5.757358082733029,"45.11637274494695,5.757358082733029",Numéro de rue,1984-09-07,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,101,ECOLE MATERNELLE
0382774J,Ecole,Public,SANS OBJET,Ecole maternelle Saint Pierre,Route de Saint-Pierre ,,38450 ST GEORGES DE COMMIERS,38450,38388,Saint-Georges-de-Commiers,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,0.0,,,,0476725778,,,ce.0382774J@ac-grenoble.fr,0.0,0.0,0.0,,,,,,,,,,,,,95.0,,21380388500044,,,913036.5,6440515.1,EPSG:2154,Circonscription d'inspection du 1er degré de Grenoble 4,45.03102737564148,5.705557819061191,"45.03102737564148,5.705557819061191",Numéro de rue,1984-09-07,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,101,ECOLE MATERNELLE
0382811Z,Ecole,Public,SANS OBJET,Ecole primaire Centre,Village LE VILLAGE ST BARTHELEMY DE SECHILI,,38220 ST BARTHELEMY DE SECHILIENNE,38220,38364,Saint-Barthélemy-de-Séchilienne,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,1.0,,,,0476721646,,,ce.0382811Z@ac-grenoble.fr,0.0,0.0,0.0,,,,,,,,,,,,,39.0,,21380364600032,,,922410.7,6442223.4,EPSG:2154,Circonscription d'inspection du 1er degré de Grenoble 4,45.043443820036565,5.825286421397844,"45.043443820036565,5.825286421397844",Ville,1985-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0382843J,Ecole,Public,SANS OBJET,Ecole primaire Jules Bruant,1017 avenue d'Uriage ,,38410 VAULNAVEYS LE HAUT,38410,38529,Vaulnaveys-le-Haut,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,1.0,,,,0476892413,,,ce.0382843J@ac-grenoble.fr,1.0,0.0,0.0,,,,,,,,,,,,,223.0,,21380529400062,,,921260.9,6450910.3,EPSG:2154,Circonscription d'inspection du 1er degré de Grenoble 4,45.12197995439336,5.814624645002437,"45.12197995439336,5.814624645002437",Numéro de rue,1986-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0382845L,Ecole,Public,SANS OBJET,Ecole maternelle Rochepleine,Place Nelson Mandela ,,38120 ST EGREVE,38120,38382,Saint-Egrève,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,0.0,,,,0476560534,,,ce.0382845L@ac-grenoble.fr,0.0,0.0,0.0,,,,,,,,,,,,,87.0,,21380382800226,,,909881.4,6464000.3,EPSG:2154,Circonscription d'inspection du 1er degré de Voiron 3,45.243334620529474,5.675621565071405,"45.243334620529474,5.675621565071405",Numéro de rue,1986-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,101,ECOLE MATERNELLE
0382866J,Ecole,Public,SANS OBJET,Ecole maternelle Le Bruyant,20 rue de la Mairie ,,38450 LE GUA,38450,38187,Le Gua,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,0.0,,,,0476723378,,,ce.0382866J@ac-grenoble.fr,0.0,0.0,0.0,,,,,,,,,,,,,41.0,,21380187100046,,,908366.0,6439246.6,EPSG:2154,Circonscription d'inspection du 1er degré de Grenoble-Montagne,45.02103727220741,5.645747902093812,"45.02103727220741,5.645747902093812",Numéro de rue,1987-09-03,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,101,ECOLE MATERNELLE
0382870N,Ecole,Public,SANS OBJET,Ecole primaire Marcel David,1 rue JEAN PREVOST ,,38130 ECHIROLLES,38130,38151,Echirolles,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,1.0,,,,0476091461,,,ce.0382870N@ac-grenoble.fr,1.0,0.0,1.0,,,,,,,,,,,,,245.0,,21380151700417,,REP,912360.7,6453212.9,EPSG:2154,Circonscription d'inspection du 1er degré de Grenoble 3,45.14549911159695,5.702498924227986,"45.14549911159695,5.702498924227986",Numéro de rue,1987-09-03,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0382871P,Ecole,Public,SANS OBJET,Ecole primaire Joliot-Curie,21 avenue Henri Wallon ,,38130 ECHIROLLES,38130,38151,Echirolles,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,1.0,,,,0476092175,,,ce.0382871P@ac-grenoble.fr,1.0,0.0,0.0,,,,,,,,,,,,,259.0,,21380151700425,,,914836.8,6453154.5,EPSG:2154,Circonscription d'inspection du 1er degré de Grenoble 3,45.14420624586942,5.733958979512585,"45.14420624586942,5.733958979512585",Numéro de rue,1987-09-03,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0382876V,Ecole,Public,SANS OBJET,Ecole primaire Blanche Rochas,133 avenue de Grenoble ,,38180 SEYSSINS,38180,38486,Seyssins,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,1.0,,,,0476489590,,,ce.0382876V@ac-grenoble.fr,0.0,0.0,1.0,,,,,,,,,,,,,252.0,,21380486700082,,,911015.1,6455126.8,EPSG:2154,Circonscription d'inspection du 1er degré de Grenoble 3,45.16313537096234,5.686216340124596,"45.16313537096234,5.686216340124596",Numéro de rue,1987-09-03,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0382879Y,Ecole,Public,SANS OBJET,Ecole primaire Robert Badinter,3 impasse des Rosiers ,,38950 ST MARTIN LE VINOUX,38950,38423,Saint-Martin-le-Vinoux,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,1.0,,,,0476752505,,,ce.0382879Y@ac-grenoble.fr,1.0,0.0,1.0,,,,,,,,,,,,,132.0,,21380423000117,,,911981.6,6460504.0,EPSG:2154,Circonscription d'inspection du 1er degré de Voiron 3,45.21122762680854,5.700850717016103,"45.21122762680854,5.7008507170161025",Numéro de rue,1987-09-03,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0382911H,Ecole,Public,SANS OBJET,Ecole primaire Houille Blanche,7 rue de la Houille Blanche ,,38100 GRENOBLE,38100,38185,Grenoble,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,1.0,,,,0476965175,,,ce.0382911H@ac-grenoble.fr,0.0,0.0,0.0,,,,,,,,,,,,,386.0,,21380185500288,,,912948.3,6456420.8,EPSG:2154,Circonscription d'inspection du 1er degré de Grenoble 2,45.17418509684446,5.711372079107131,"45.17418509684446,5.711372079107131",Numéro de rue,1988-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0382917P,Ecole,Privé,CONTRAT SIMPLE TOUTES CLASSES,Ecole primaire privée Loubavitch,10 rue LAZARE CARNOT ,,38000 GRENOBLE,38000,38185,Grenoble,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,1.0,,,,0476433858,,,ce.0382917P@ac-grenoble.fr,1.0,0.0,0.0,,,,,,,,,,,,,54.0,,33023061600022,,,913853.6,6457595.4,EPSG:2154,Circonscription d'inspection du 1er degré de Grenoble 1,45.18447464774113,5.7234053403912855,"45.18447464774113,5.7234053403912855",Numéro de rue,1988-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0382921U,Ecole,Public,SANS OBJET,Ecole primaire Maupertuis,Place Chalandes ,,38240 MEYLAN,38240,38229,Meylan,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,1.0,,,,0476904576,,,ce.0382921U@ac-grenoble.fr,0.0,0.0,0.0,,,,,,,,,,,,,174.0,,21380229100152,,,918010.5,6460552.3,EPSG:2154,Circonscription d'inspection du 1er degré de Grenoble 5,45.20977946149058,5.777623900660338,"45.209779461490584,5.777623900660338",Ville,1989-09-05,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0382922V,Ecole,Public,SANS OBJET,Ecole maternelle Maupertuis,Chemin Chalandes ,,38240 MEYLAN,38240,38229,Meylan,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,0.0,,,,0476904558,,,ce.0382922V@ac-grenoble.fr,0.0,0.0,0.0,,,,,,,,,,,,,80.0,,21380229100160,,,918010.5,6460552.3,EPSG:2154,Circonscription d'inspection du 1er degré de Grenoble 5,45.20977946149058,5.777623900660338,"45.209779461490584,5.777623900660338",Ville,1989-09-05,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,101,ECOLE MATERNELLE
0382935J,Ecole,Public,SANS OBJET,Ecole primaire Le Verderet,1 rue GIUSTO GERVASOTI ,,38100 GRENOBLE,38100,38185,Grenoble,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,1.0,,,,0476090482,,,ce.0382935J@ac-grenoble.fr,1.0,0.0,0.0,,,,,,,,,,,,,372.0,,21380185501658,,REP,914281.8,6455026.1,EPSG:2154,Circonscription d'inspection du 1er degré de Grenoble 2,45.16122103187597,5.727724250855459,"45.16122103187597,5.727724250855459",Numéro de rue,1989-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0382958J,Ecole,Public,SANS OBJET,Ecole élémentaire Saint exupéry,40 avenue Victor Hugo ,,38800 LE PONT DE CLAIX,38800,38317,Le Pont-de-Claix,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,0.0,1.0,,,,0476985353,,,ce.0382958J@ac-grenoble.fr,1.0,0.0,1.0,,,,,,,,,,,,,192.0,,21380317400167,,REP,912098.9,6452175.2,EPSG:2154,Circonscription d'inspection du 1er degré de Grenoble 3,45.1362416539382,5.698718697016485,"45.1362416539382,5.698718697016485",Numéro de rue,1990-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0382968V,Ecole,Public,SANS OBJET,Ecole primaire Marcel Cachin,1 allée DU BERRY ,,38130 ECHIROLLES,38130,38151,Echirolles,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,1.0,,,,0476090263,,,ce.0382968V@ac-grenoble.fr,1.0,0.0,1.0,,,,,,,,,,,,,253.0,,21380151700383,,REP+,913874.2,6454355.6,EPSG:2154,Circonscription d'inspection du 1er degré de Grenoble 3,45.15531399906608,5.722245639259934,"45.15531399906608,5.722245639259934",Numéro de rue,1990-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0382969W,Ecole,Public,SANS OBJET,Ecole primaire Jean Moulin,4 rue du Rhin ,,38130 ECHIROLLES,38130,38151,Echirolles,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,1.0,,,,0476091319,,,ce.0382969W@ac-grenoble.fr,1.0,0.0,1.0,,,,,,,,,,,,,201.0,,21380151700433,,,914124.8,6454377.1,EPSG:2154,Circonscription d'inspection du 1er degré de Grenoble 3,45.15542965111633,5.725442250782113,"45.15542965111633,5.725442250782113",Numéro de rue,1990-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0382970X,Ecole,Public,SANS OBJET,Ecole maternelle Jean Moulin,14 allée du Rhin ,,38130 ECHIROLLES,38130,38151,Echirolles,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,0.0,,,,0476230835,,,ce.0382970X@ac-grenoble.fr,1.0,0.0,0.0,,,,,,,,,,,,,134.0,,21380151700375,,,914204.5,6454379.9,EPSG:2154,Circonscription d'inspection du 1er degré de Grenoble 3,45.15543007851692,5.726457119512834,"45.15543007851692,5.726457119512834",Numéro de rue,1990-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,101,ECOLE MATERNELLE
0382995Z,Ecole,Public,SANS OBJET,Ecole primaire Rochepleine,Place Nelson Mandela ,,38120 ST EGREVE,38120,38382,Saint-Egrève,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,1.0,,,,0476753305,,,ce.0382995Z@ac-grenoble.fr,0.0,0.0,0.0,,,,,,,,,,,,,123.0,,21380382800218,,,909857.6,6463972.6,EPSG:2154,Circonscription d'inspection du 1er degré de Voiron 3,45.24309260490831,5.675306429143808,"45.243092604908306,5.675306429143808",Numéro de rue,1991-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0382996A,Ecole,Public,SANS OBJET,Ecole primaire Champollion,2 rue du Stade ,,38450 VIF,38450,38545,Vif,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,1.0,,,,0476727634,,,ce.0382996A@ac-grenoble.fr,0.0,0.0,0.0,,,,,,,,,,,,,297.0,,21380545000086,,,910746.7,6443449.6,EPSG:2154,Circonscription d'inspection du 1er degré de Grenoble-Montagne,45.058136494224215,5.677763166116272,"45.058136494224215,5.677763166116272",Numéro de rue,1991-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0383012T,Ecole,Public,SANS OBJET,Ecole primaire Beauvert,10 rue GUY DE MAUPASSANT ,,38100 GRENOBLE,38100,38185,Grenoble,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,1.0,,,,0476091948,,,ce.0383012T@ac-grenoble.fr,0.0,0.0,1.0,,,,,,,,,,,,,454.0,,21380185501666,,REP,913608.6,6455400.2,EPSG:2154,Circonscription d'inspection du 1er degré de Grenoble 2,45.1647965005288,5.719325395069073,"45.1647965005288,5.719325395069073",Numéro de rue,1991-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0383020B,Ecole,Public,SANS OBJET,Ecole primaire André Malraux,23 rue Gustave Guerre ,,38450 VIF,38450,38545,Vif,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,1.0,,,,0476724052,,,ce.0383020B@ac-grenoble.fr,0.0,0.0,0.0,,,,,,,,,,,,,218.0,,21380545000102,,,909937.8,6442933.1,EPSG:2154,Circonscription d'inspection du 1er degré de Grenoble-Montagne,45.05373510950016,5.667271458423408,"45.05373510950016,5.667271458423408",Numéro de rue,1991-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0383021C,Ecole,Public,SANS OBJET,Ecole primaire Le Rocher,7 rue des Ecoles ,,38120 FONTANIL CORNILLON,38120,38170,Fontanil-Cornillon,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,1.0,,,,0476757772,,,ce.0383021C@ac-grenoble.fr,0.0,0.0,0.0,,,,,,,,,,,,,186.0,,21380170700059,,,909300.7,6464638.3,EPSG:2154,Circonscription d'inspection du 1er degré de Voiron 3,45.24925297158324,5.668499055198568,"45.24925297158324,5.668499055198568",Numéro de rue,1991-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0383036U,Ecole,Public,SANS OBJET,Ecole maternelle Jean-Paul Marat,3 allée d'Ouessant ,,38130 ECHIROLLES,38130,38151,Echirolles,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,0.0,,,,0476091814,,,ce.0383036U@ac-grenoble.fr,0.0,0.0,0.0,,,,,,,,,,,,,188.0,,21380151700391,,REP+,913543.7,6454492.1,EPSG:2154,Circonscription d'inspection du 1er degré de Grenoble 3,45.156644825159866,5.718102057956963,"45.156644825159866,5.718102057956963",Numéro de rue,1992-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,101,ECOLE MATERNELLE
0383051K,Ecole,Public,SANS OBJET,Ecole primaire Jean-Paul Marat,3 allée d'Ouessant ,,38130 ECHIROLLES,38130,38151,Echirolles,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,1.0,,,,0476090426,,,ce.0383051K@ac-grenoble.fr,1.0,0.0,0.0,,,,,,,,,,,,,311.0,,21380151700458,,REP+,913509.3,6454569.4,EPSG:2154,Circonscription d'inspection du 1er degré de Grenoble 3,45.15735108967873,5.7176983921925055,"45.15735108967873,5.7176983921925055",Numéro de rue,1992-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0383066B,Ecole,Public,SANS OBJET,Ecole maternelle Mi Plaine,1 rue CHAMP ROCHAS ,,38240 MEYLAN,38240,38229,Meylan,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,0.0,,,,0476904183,,,ce.0383066B@ac-grenoble.fr,1.0,0.0,0.0,,,,,,,,,,,,,141.0,,21380229100228,,,916790.7,6460323.1,EPSG:2154,Circonscription d'inspection du 1er degré de Grenoble 5,45.20810215479855,5.761993303892506,"45.20810215479855,5.761993303892506",Numéro de rue,1993-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,101,ECOLE MATERNELLE
0383099M,Ecole,Public,SANS OBJET,Ecole primaire Auguste Delaune,10 rue GALILEE ,,38130 ECHIROLLES,38130,38151,Echirolles,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,1.0,,,,0476090189,,,ce.0383099M@ac-grenoble.fr,0.0,0.0,0.0,,,,,,,,,,,,,202.0,,21380151700466,,REP,913320.2,6452513.8,EPSG:2154,Circonscription d'inspection du 1er degré de Grenoble 3,45.138911786779246,5.7143941979643245,"45.138911786779246,5.7143941979643245",Numéro de rue,1994-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0383136C,Ecole,Public,SANS OBJET,Ecole primaire Iles de Mars,14 rue Mozart ,,38800 LE PONT DE CLAIX,38800,38317,Le Pont-de-Claix,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,1.0,,,,0476980329,,,ce.0383136C@ac-grenoble.fr,1.0,0.0,0.0,,,,,,,,,,,,,201.0,,21380317400175,,REP,911962.4,6451464.4,EPSG:2154,Circonscription d'inspection du 1er degré de Grenoble 3,45.12988728653788,5.696674490556971,"45.12988728653788,5.696674490556971",Numéro de rue,1995-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0383150T,Ecole,Public,SANS OBJET,Ecole maternelle Marcel Cachin,5 allée du Berry ,,38130 ECHIROLLES,38130,38151,Echirolles,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,0.0,,,,0476402791,,,ce.0383150T@ac-grenoble.fr,1.0,0.0,0.0,,,,,,,,,,,,,129.0,,21380151700474,,REP+,913803.6,6454312.6,EPSG:2154,Circonscription d'inspection du 1er degré de Grenoble 3,45.15494896007305,5.72132888089721,"45.15494896007305,5.72132888089721",Numéro de rue,1996-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,101,ECOLE MATERNELLE
0383235K,Ecole,Public,SANS OBJET,Ecole maternelle Marie Reynoard,Allée des Romantiques ,,38100 GRENOBLE,38100,38185,Grenoble,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,0.0,,,,0476090411,,,ce.0383235K@ac-grenoble.fr,0.0,0.0,0.0,,,,,,,,,,,,,213.0,,21380185501906,,REP,914057.3,6455505.5,EPSG:2154,Circonscription d'inspection du 1er degré de Grenoble 2,45.16560481637745,5.725079245311777,"45.16560481637745,5.725079245311777",Numéro de rue,1999-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,101,ECOLE MATERNELLE
